,Name,Full_Address,Website,Plus_Code,Rating,Reviews,URL,longitude,latitude,State,Zipcode,Street,City
1750,Cone Health Alamance Regional Medical Center,"1240 Huffman Mill Rd, Burlington, NC 27215",conehealth.com,"3F6X+C4 Burlington, North Carolina",2.3,184,"https://www.google.com/maps/place/Cone+Health+Alamance+Regional+Medical+Center/@35.3880694,-81.605228,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x88532eccd67b8ad9:0x6a89ed85bb94b8eb!8m2!3d36.06109!4d-79.502153?hl=en",-79.502153,36.06109,NC,27215,1240 Huffman Mill Rd,Burlington
1751,Lexington Medical Center : Wake Forest Baptist Health,"250 Hospital Dr, Lexington, NC 27292",lexington.wakehealth.edu,"RP47+66 Lexington, NC",2.5,62,"https://www.google.com/maps/place/Lexington+Medical+Center+:+Wake+Forest+Baptist+Health/@35.3880694,-81.605228,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x88539767ff65aea1:0x16ee556ff1b1a82e!8m2!3d35.8055573!4d-80.2869526?hl=en",-80.2869426,35.8055547,NC,27292,250 Hospital Dr,Lexington
1752,Novant Health Kernersville Medical Center,"1750 Kernersville Medical Pkwy, Kernersville, NC 27284",novanthealth.org,"3XR4+GC Kernersville, Kernersville Township, NC",3.1,126,"https://www.google.com/maps/place/Novant+Health+Kernersville+Medical+Center/@35.3880694,-81.605228,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885306dc9e18e5cf:0x508e8257394b0819!8m2!3d36.0912565!4d-80.0439783?hl=en",-80.0441171,36.091353,NC,27284,1750 Kernersville Medical Pkwy,Kernersville
1753,Rutherford Regional Health System: Emergency Room,"288 S Ridgecrest St, Rutherfordton, NC 28139",myrutherfordregional.com,"926M+WG Rutherfordton, NC",,,"https://www.google.com/maps/place/Rutherford+Regional+Health+System:+Emergency+Room/@35.3880694,-81.605228,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8857438bfea4c157:0xd9c31bd6115bd795!8m2!3d35.3622538!4d-81.9662318?hl=en",-81.9659254,35.362384,NC,28139,288 S Ridgecrest St,Rutherfordton
1754,Haywood Regional Medical Center,"262 Leroy George Dr, Clyde, NC 28721",myhaywoodregional.com,"G3G4+6V Clyde, NC",2.9,131,"https://www.google.com/maps/place/Haywood+Regional+Medical+Center/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885977848ca05369:0x3b5be386519099cc!8m2!3d35.5255883!4d-82.9428022?hl=en",-82.9426477,35.5259613,NC,28721,262 Leroy George Dr,Clyde
1755,WakeMed Raleigh Campus,"3000 New Bern Ave, Raleigh, NC 27610",wakemed.org,"QCM6+GQ Raleigh, North Carolina",3.1,403,"https://www.google.com/maps/place/WakeMed+Raleigh+Campus/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ac5ebfc5f00f2d:0x88e2e552986259b2!8m2!3d35.7838614!4d-78.5880825?hl=en",-78.5878628,35.784684,NC,27610,3000 New Bern Ave,Raleigh
1756,Swain Community Hospital,"45 Plateau St, Bryson City, NC 28713",myswaincommunity.com,"CHM4+Q9 Bryson City, Charleston, NC",2.6,21,"https://www.google.com/maps/place/Swain+Community+Hospital/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885948f4e26cd3ef:0x3eeff34d25c6a042!8m2!3d35.434481!4d-83.4440541?hl=en",-83.4440541,35.434481,NC,28713,45 Plateau St,Bryson City
1757,Atrium Health University City Emergency Department,"8800 N Tryon St, Charlotte, NC 28262",atriumhealth.org,"8742+JP Charlotte, NC",4.3,27,"https://www.google.com/maps/place/Atrium+Health+University+City+Emergency+Department/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x88541c23757f3fcb:0xd0686faf92d82c69!8m2!3d35.3065578!4d-80.748127?hl=en",-80.7472512,35.3066306,NC,28262,8800 N Tryon St,Charlotte
1758,Novant Health Presbyterian Medical Center,"200 Hawthorne Ln, Charlotte, NC 28204",novanthealth.org,"656G+V7 Charlotte, NC",3,345,"https://www.google.com/maps/place/Novant+Health+Presbyterian+Medical+Center/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x88569ff6d4a34831:0x982eccc6ef6b37c1!8m2!3d35.21222!4d-80.824254?hl=en",-80.8239542,35.2121606,NC,28204,200 Hawthorne Ln,Charlotte
1759,Novant Health Thomasville Medical Center,"207 Old Lexington Rd, Thomasville, NC 27360",novanthealth.org,"VVJQ+39 Thomasville, NC",2.6,86,"https://www.google.com/maps/place/Novant+Health+Thomasville+Medical+Center/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8853a06d06394e55:0x36ada9b9dc085097!8m2!3d35.8802403!4d-80.1115092?hl=en",-80.1115159,35.8798583,NC,27360,207 Old Lexington Rd,Thomasville
1760,Central Carolina Hospital,"1135 Carthage St, Sanford, NC 27330",centralcarolinahosp.com,"FR97+H4 Sanford, North Carolina",2.1,153,"https://www.google.com/maps/place/Central+Carolina+Hospital/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89aca7cdbcec329d:0x65040de1296e4712!8m2!3d35.4689026!4d-79.1871681?hl=en",-79.1866809,35.4689369,NC,27330,1135 Carthage St,Sanford
1761,Novant Health Rowan Medical Center,"612 Mocksville Ave, Salisbury, NC 28144",novanthealth.org,"MGJH+MP Salisbury, North Carolina",2.5,108,"https://www.google.com/maps/place/Novant+Health+Rowan+Medical+Center/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8853f2c467318e85:0x87b787befe794737!8m2!3d35.6816917!4d-80.4706748?hl=en",-80.4706984,35.681537,NC,28144,612 Mocksville Ave,Salisbury
1762,UNC REX Hospital,"4420 Lake Boone Trail, Raleigh, NC 27607",rexhealth.com,"R78W+XR Raleigh, North Carolina",3.5,295,"https://www.google.com/maps/place/UNC+REX+Hospital/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89acf680772de3ab:0x1661587977d8b1a7!8m2!3d35.8174047!4d-78.7029017?hl=en",-78.7029017,35.8174047,NC,27607,4420 Lake Boone Trail,Raleigh
1763,Catawba Valley Medical Center,"810 Fairgrove Church Rd SE, Hickory, NC 28602",catawbavalleyhealth.org,"PP7M+H4 Hickory, Hickory Township, NC",2.9,193,"https://www.google.com/maps/place/Catawba+Valley+Medical+Center/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8851313c6c7456d1:0x6579ced17a19855f!8m2!3d35.7139719!4d-81.2672015?hl=en",-81.267284,35.7138325,NC,28602,810 Fairgrove Church Rd SE,Hickory
1764,Novant Health Huntersville Medical Center,"10030 Gilead Rd, Huntersville, NC 28078",novanthealth.org,"C44Q+FQ Huntersville, North Carolina",3,184,"https://www.google.com/maps/place/Novant+Health+Huntersville+Medical+Center/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8856a88f7d31bab5:0x39dfdaa426306a2a!8m2!3d35.4061254!4d-80.8606231?hl=en",-80.8601787,35.4064495,NC,28078,10030 Gilead Rd,Huntersville
1765,Atrium Health Waxhaw,"2700 Providence Rd S, Waxhaw, NC 28173",atriumhealth.org,"X67P+HC Waxhaw, North Carolina",3.4,82,"https://www.google.com/maps/place/Atrium+Health+Waxhaw/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885429765256579d:0x545025b7a08d544d!8m2!3d34.9639799!4d-80.7639272?hl=en",-80.7639623,34.9639381,NC,28173,2700 Providence Rd S,Waxhaw
1766,Pender Memorial Hospital,"507 E Fremont St, Burgaw, NC 28425",nhrmc.org,"H32J+73 Burgaw, NC",2.9,28,"https://www.google.com/maps/place/Pender+Memorial+Hospital/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89a9809900d6f101:0x688eda3b39d28473!8m2!3d34.550705!4d-77.91987?hl=en",-77.9198701,34.5505665,NC,28425,507 E Fremont St,Burgaw
1767,WakeMed Garner Healthplex,"400 US-70, Garner, NC 27529",wakemed.org,"MCX3+QH Garner, St Marys, NC",3,88,"https://www.google.com/maps/place/WakeMed+Garner+Healthplex/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ac6007f253a2a9:0x7b6e2df37598e4f!8m2!3d35.699433!4d-78.596061?hl=en",-78.5958022,35.6993766,NC,27529,400 US-70,Garner
1768,Wilson Medical Center: Emergency Room,"1705 Tarboro St SW, Wilson, NC 27893",wilsonmedical.com,"P394+H8 Wilson, NC",1,5,"https://www.google.com/maps/place/Wilson+Medical+Center:+Emergency+Room/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ac2104d584fa41:0xdf043c5803abd32c!8m2!3d35.7188751!4d-77.9442129?hl=en",-77.9442204,35.7189764,NC,27893,1705 Tarboro St SW,Wilson
1769,WakeMed North Hospital,"10000 Falls of Neuse Rd, Raleigh, NC 27614",wakemed.org,"WC52+JP Raleigh, North Carolina",3.2,165,"https://www.google.com/maps/place/WakeMed+North+Hospital/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ac576dd1e18d0d:0x8e39d5692ab6d2db!8m2!3d35.9090086!4d-78.5981562?hl=en",-78.5977337,35.9091252,NC,27614,10000 Falls of Neuse Rd,Raleigh
1770,Atrium Health Steele Creek,"13640 Steelecroft Pkwy, Charlotte, NC 28278",atriumhealth.org,"32X5+P3 Charlotte, NC",2.4,165,"https://www.google.com/maps/place/Atrium+Health+Steele+Creek/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8856907e0ee9df81:0x620a33994119c9ad!8m2!3d35.0992829!4d-80.9923746?hl=en",-80.9923688,35.0992771,NC,28278,13640 Steelecroft Pkwy,Charlotte
1771,WakeMed Apex Healthplex,"120 Healthplex Way, Apex, NC 27502",wakemed.org,"P4QJ+HW Apex, White Oak, NC",3.1,73,"https://www.google.com/maps/place/WakeMed+Apex+Healthplex/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ac5dd000000001:0xed627bc2c12f8723!8m2!3d35.7389142!4d-78.8677328?hl=en",-78.8675463,35.7388566,NC,27502,120 Healthplex Way,Apex
1772,Atrium Health's Carolinas Medical Center,"1000 Blythe Blvd, Charlotte, NC 28203",atriumhealth.org,"6536+9H Charlotte, NC",3.3,508,"https://www.google.com/maps/place/Atrium+Health's+Carolinas+Medical+Center/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x88569f916cfb00b7:0xd4ca38c1ddbcefb5!8m2!3d35.2034162!4d-80.8385574?hl=en",-80.8385574,35.2034162,NC,28203,1000 Blythe Blvd,Charlotte
1773,Martin General Hospital Emergency Department,"310 S McCaskey Rd, Williamston, NC 27892",martingeneral.com,"RWQG+VQ Williamston, NC",2.5,2,"https://www.google.com/maps/place/Martin+General+Hospital+Emergency+Department/@35.1467277,-84.7536602,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89af0693bfb9c719:0xa168d69fd3e62d7e!8m2!3d35.839746!4d-77.0730983?hl=en",-77.0730983,35.839746,NC,27892,310 S McCaskey Rd,Williamston
1774,Vidant Bertie Hospital Emergency Department,"1403 S King St, Windsor, NC 27983",vidanthealth.com,"X3QC+FH Windsor, NC",3.7,3,"https://www.google.com/maps/place/Vidant+Bertie+Hospital+Emergency+Department/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89afa40f8ad5ae37:0xac204f61e5b311dd!8m2!3d35.9887184!4d-76.9285934?hl=en",-76.9285934,35.9887184,NC,27983,1403 S King St,Windsor
1775,UNC Rockingham Health Care,"117 E Kings Hwy, Eden, NC 27288",uncrockingham.org,"F7V6+V9 Eden, Leaksville, NC",2.6,65,"https://www.google.com/maps/place/UNC+Rockingham+Health+Care/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8852c01e0c118ead:0x4711221e5c840384!8m2!3d36.4946836!4d-79.7390599?hl=en",-79.7381719,36.4948886,NC,27288,117 E Kings Hwy,Eden
1776,Bladen County Hospital- Emergency Room,"501 S Poplar St, Elizabethtown, NC 28337",capefearvalley.com,"J9FV+22 Elizabethtown, NC",1,2,"https://www.google.com/maps/place/Bladen+County+Hospital-+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89aa544dac555555:0x6621f4f7551f12c2!8m2!3d34.6225759!4d-78.6074137?hl=en",-78.608031,34.622728,NC,28337,501 S Poplar St,Elizabethtown
1777,Sampson Regional Medical Center: Emergency Room,"607 Beaman St, Clinton, NC 28328",sampsonrmc.org,"2M4F+RW Clinton, North Clinton, NC",2.3,3,"https://www.google.com/maps/place/Sampson+Regional+Medical+Center:+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ab95647d4dae83:0xc07b2eca25d5ad9!8m2!3d35.0070884!4d-78.3251719?hl=en",-78.3253798,35.0067773,NC,28328,607 Beaman St,Clinton
1778,Catawba Valley Medical Group: Emergency Room,"810 Fairgrove Church Rd SE, Hickory, NC 28602",,"PP7M+79 Hickory, Hickory Township, NC",,,"https://www.google.com/maps/place/Catawba+Valley+Medical+Group:+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8851313b9460764d:0xcc5c1b3a08155888!8m2!3d35.7131814!4d-81.2665473?hl=en",-81.267284,35.7138325,NC,28602,810 Fairgrove Church Rd SE,Hickory
1779,Cone Health The Moses H Cone Memorial Hospital,"1121 N Church St, Greensboro, NC 27401",conehealth.com,"36R7+HG Greensboro, North Carolina",2.4,357,"https://www.google.com/maps/place/Cone+Health+The+Moses+H+Cone+Memorial+Hospital/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x88531ed60cf07b35:0xa322be6a62505b67!8m2!3d36.0914925!4d-79.7861362?hl=en",-79.7861952,36.0910462,NC,27401,1121 N Church St,Greensboro
1780,Raleigh Emergency Medcn Association,"2500 Blue Ridge Rd # 417, Raleigh, NC 27607",raleighemergencymedicine.com,"R78W+37 Raleigh, North Carolina",1,2,"https://www.google.com/maps/place/Raleigh+Emergency+Medcn+Association/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89acf42aed7aa1eb:0x591b3e0fda6c4913!8m2!3d35.815149!4d-78.7042608?hl=en",-78.7041426,35.8151396,NC,27607,2500 Blue Ridge Rd # 417,Raleigh
1781,Wake Forest Baptist Health - Lexington Medical Center Emergency Services,"250 Hospital Dr, Lexington, NC 27292",lexington.wakehealth.edu,"RP47+H9 Lexington, NC",1,2,,-80.2869426,35.8055547,NC,27292,250 Hospital Dr,Lexington
1782,Atrium Health Anson Emergency Department,"2301 US-74, Wadesboro, NC 28170",atriumhealth.org,"XVHQ+2X Wadesboro, NC",5,1,"https://www.google.com/maps/place/Atrium+Health+Anson+Emergency+Department/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885457f0654a0cc5:0xe65fd9c0e6d9855a!8m2!3d34.9775374!4d-80.1100193?hl=en",-80.1098805,34.9777917,NC,28170,2301 US-74,Wadesboro
1783,Novant Health Brunswick Medical Center: Emergency Room,"240 Hospital Dr, Bolivia, NC 28422",novanthealth.org,"2PJQ+7V Bolivia, Town Creek, NC",4.5,4,"https://www.google.com/maps/place/Novant+Health+Brunswick+Medical+Center:+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89aa0b62e817b8b3:0x878ef08d3d76d98b!8m2!3d34.0306981!4d-78.2602545?hl=en",-78.2602512,34.0312766,NC,28422,240 Hospital Dr,Bolivia
1784,Transylvania Regional Hospital,"260 Hospital Dr, Brevard, NC 28712",missionhealth.org,"774P+PC Brevard, NC",3.4,9,"https://www.google.com/maps/place/Transylvania+Regional+Hospital/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8859bb608a3364ef:0xccfce60c9e08dd73!8m2!3d35.2568533!4d-82.7139226?hl=en",-82.7139226,35.2568533,NC,28712,260 Hospital Dr,Brevard
1785,WakeMed Brier Creek Emergency Department,"8001 TW Alexander Dr, Raleigh, NC 27617",wakemed.org,"W698+CQ Raleigh, North Carolina",3.5,20,"https://www.google.com/maps/place/WakeMed+Brier+Creek+Emergency+Department/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89acfa7af3248a3b:0xa87147ba7805f26d!8m2!3d35.9185013!4d-78.7830897?hl=en",-78.7829498,35.9185772,NC,27617,8001 TW Alexander Dr,Raleigh
1786,CaroMont Regional Medical Center Emergency Room,"2525 Court Dr, Gastonia, NC 28054",caromonthealth.org,"7VF6+67 Gastonia, NC",1.7,15,"https://www.google.com/maps/place/CaroMont+Regional+Medical+Center+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8856bfbd22aa1149:0x133c63882cd3eea2!8m2!3d35.2730117!4d-81.1393275?hl=en",-81.1390362,35.2717527,NC,28054,2525 Court Dr,Gastonia
1787,Rutherford Regional Medical Center: Emergency Room,"288 S Ridgecrest St, Rutherfordton, NC 28139",myrutherfordregional.com,"926M+RP Rutherfordton, NC",3.7,9,"https://www.google.com/maps/place/Rutherford+Regional+Medical+Center:+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885743c2e61e3005:0xc6ca699c4c6c0ae3!8m2!3d35.362032!4d-81.9656748?hl=en",-81.9659254,35.362384,NC,28139,288 S Ridgecrest St,Rutherfordton
1788,Duke Raleigh Hospital: Emergency Room,"3400 Wake Forest Rd, Raleigh, NC 27609",dukehealth.org,"R9HJ+8P Raleigh, North Carolina",3,23,"https://www.google.com/maps/place/Duke+Raleigh+Hospital:+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ac58dde8b51131:0x9a8218c406977e29!8m2!3d35.8283564!4d-78.6181388?hl=en",-78.617966,35.8286765,NC,27609,3400 Wake Forest Rd,Raleigh
1789,UNC Hospitals Hillsborough Campus,"430 Waterstone Dr, Hillsborough, NC 27278",uncmedicalcenter.org,"2WP5+PJ Hillsborough, NC",3.8,95,"https://www.google.com/maps/place/UNC+Hospitals+Hillsborough+Campus/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89acdebcc30d3e25:0xf971b2bc737d2833!8m2!3d36.0368391!4d-79.0909186?hl=en",-79.0921657,36.0378565,NC,27278,430 Waterstone Dr,Hillsborough
1790,Novant Health Thomasville Medical Center: Emergency Room,"207 Old Lexington Rd, Thomasville, NC 27360",novanthealth.org,"VVJQ+36 Thomasville, NC",,,"https://www.google.com/maps/place/Novant+Health+Thomasville+Medical+Center:+Emergency+Room/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8853a06dae6c1379:0xde04c0d161dcdff3!8m2!3d35.8802208!4d-80.1119199?hl=en",-80.1115159,35.8798583,NC,27360,207 Old Lexington Rd,Thomasville
1791,Emergency Care Center at Nash General Hospital,"2460 Curtis Ellis Dr, Rocky Mount, NC 27804",nashunchealthcare.org,"X4GX+29 Rocky Mount, North Carolina",2.3,6,"https://www.google.com/maps/place/Emergency+Care+Center+at+Nash+General+Hospital/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ae80bbbdddc203:0x47f36f33ee07662!8m2!3d35.9750395!4d-77.8515059?hl=en",-77.8529959,35.9762426,NC,27804,2460 Curtis Ellis Dr,Rocky Mount
1792,Novant Health Presbyterian Medical Center: Emergency Room,"200 Hawthorne Ln, Charlotte, NC 28204",novanthealth.org,"656G+J6 Charlotte, NC",2.1,26,,-80.8239542,35.2121606,NC,28204,200 Hawthorne Ln,Charlotte
1793,Novant Health Brunswick Medical Center,"240 Hospital Dr, Bolivia, NC 28422",novanthealth.org,"2PJQ+JP Bolivia, Town Creek, NC",3.2,112,"https://www.google.com/maps/place/Novant+Health+Brunswick+Medical+Center/@35.2419669,-82.0656187,7z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89aa0b62f3e65ee1:0xf9a703f1afff94ac!8m2!3d34.0315507!4d-78.2606811?hl=en",-78.2602512,34.0312766,NC,28422,240 Hospital Dr,Bolivia
1794,Richmond Memorial Hospital: Emergency Room,"925 S Long Dr, Rockingham, NC 28379",firsthealth.org,"W7H2+H9 Rockingham, NC",5,2,"https://www.google.com/maps/place/Richmond+Memorial+Hospital:+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8854e78e0bf93d11:0x8bbd2142400a527e!8m2!3d34.9288832!4d-79.7490838?hl=en",-79.750125,34.92888,NC,28379,925 S Long Dr,Rockingham
1795,AdventHealth Hendersonville ER,"100 Hospital Dr, Hendersonville, NC 28792",adventhealth.com,"9GQ6+VP Hendersonville, NC",4,8,"https://www.google.com/maps/place/AdventHealth+Hendersonville+ER/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8859ebc4fcd20afb:0x93568b2079314a35!8m2!3d35.3897316!4d-82.4881453?hl=en",-82.4881453,35.3897316,NC,28792,100 Hospital Dr,Hendersonville
1796,Novant Health Forsyth Medical Center Emergency Room,"3333 Silas Creek Pkwy, Winston-Salem, NC 27103",novanthealth.org,"3PF3+Q4 Winston-Salem, Winston, NC",1.9,27,"https://www.google.com/maps/place/Novant+Health+Forsyth+Medical+Center+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8853b0379bc4180b:0xd63044b295bae12a!8m2!3d36.0744814!4d-80.297193?hl=en",-80.2965697,36.0764435,NC,27103,3333 Silas Creek Pkwy,Winston-Salem
1797,J Arthur Dosher Memorial Hospital: Emergency Room,"924 N Howe St, Southport, NC 28461",dosher.org,"WXHH+X9 Southport, Smithville, NC",5,1,"https://www.google.com/maps/place/J+Arthur+Dosher+Memorial+Hospital:+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89aa075310767335:0xc8bae5dd1bc5a36c!8m2!3d33.9299784!4d-78.0216223?hl=en",-78.021616,33.9296213,NC,28461,924 N Howe St,Southport
1798,McDowell Hospital: Emergency Room,"430 Rankin Dr, Marion, NC 28752",mission-health.org,"MX7C+8Q Marion, NC",2.7,6,"https://www.google.com/maps/place/McDowell+Hospital:+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8850b2ba951a9f7b:0xfadf2ba71ae01092!8m2!3d35.6632801!4d-82.0280723?hl=en",-82.0282827,35.6633499,NC,28752,430 Rankin Dr,Marion
1799,St. Luke's Hospital: Emergency Room,"101 Hospital Dr, Columbus, NC 28722",saintlukeshospital.com,"6QQP+RX Columbus, NC",5,1,"https://www.google.com/maps/place/St.+Luke's+Hospital:+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885761e2dc93be21:0x20ddea422d006f4e!8m2!3d35.239523!4d-82.2126017?hl=en",-82.212576,35.239906,NC,28722,101 Hospital Dr,Columbus
1800,Vidant North Hospital Emergency Department,"250 Smith Church Rd, Roanoke Rapids, NC 27870",,"C9M3+2C Roanoke Rapids, NC",1,4,"https://www.google.com/maps/place/Vidant+North+Hospital+Emergency+Department/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x89ae16d10d02e77f:0x336b882cf858190b!8m2!3d36.4325618!4d-77.6463914?hl=en",-77.6462744,36.4322466,NC,27870,250 Smith Church Rd,Roanoke Rapids
1801,Murphy Medical Center- Emergency Room,"3990 E U.S. Highway 64 Alt, Murphy, NC 28906",murphymedical.org,"32FM+77 Brasstown, NC",1.8,28,"https://www.google.com/maps/place/Murphy+Medical+Center-+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885ee02ef8cc84ef:0x51eb508c908645e8!8m2!3d35.0731812!4d-83.9668276?hl=en",-83.9668276,35.0731812,NC,28906,3990 E U.S. Highway 64 Alt,Murphy
1802,"Charles A. Cannon, Jr Memorial Hospital: Emergency Room","434 Hospital Dr, Linville, NC 28646",apprhs.org,"3466+6F Linville, NC",,,"https://www.google.com/maps/place/Charles+A.+Cannon,+Jr+Memorial+Hospital:+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x885094963b89b5d1:0x24945644023500b2!8m2!3d36.0606234!4d-81.8888539?hl=en",-81.8892477,36.0604388,NC,28646,434 Hospital Dr,Linville
1803,Lake Norman Regional Medical Center - Emergency Room,"171 Fairview Rd, Mooresville, NC 28117",lnrmc.com,"G4XW+J8 Mooresville, North Carolina",2.4,7,"https://www.google.com/maps/place/Lake+Norman+Regional+Medical+Center+-+Emergency+Room/@35.0981907,-85.3017122,6z/data=!4m9!1m3!2m2!1sEmergency+Room+in+North+carolina!6e2!3m4!1s0x8856aadf6346f4f5:0xaf15f65ebed2e598!8m2!3d35.5490677!4d-80.854179?hl=en",-80.854179,35.5490677,NC,28117,171 Fairview Rd,Mooresville
